Employee #,First Name,Preferred Name,Last Name,First Name Last Name,Job Title,Department,Division,Reporting to,Hire Date,Work Email,Birth Date,Gender,Employment Status,City,State,Zip Code,Compensation: Date,Pay rate,Time Type,Exempt,Pay Schedule,Termination Date,Radford Level,Bonus Type,Bonus Amount,EEID
EMP00183,Luna,,Lewis,Luna Lewis,Associate Director of Marketing,Brand Marketing,Marketing,EMP00162,2023-11-02,luna.lewis@theguild.com,1987-02-10,Female,Active,Salt Lake City,UT,84101,2026-01-01,180560,Hourly,Exempt,Monthly,,P4,No Bonus,0,EEID00183
EMP00184,Jessica,,Allen,Jessica Allen,HR Coordinator,Legal,G&A,EMP00014,2018-06-11,jessica.allen@theguild.com,1999-08-03,,Active,Boulder,CO,80301,2026-01-01,74955,Salary,Non-Exempt,Twice a Month,,P1,Annual Bonus,3747,EEID00184
EMP00185,Ivy,,Perez,Ivy Perez,Operations Manager,Product Management,Product,EMP00009,2020-08-04,ivy.perez@theguild.com,1995-06-28,Non-Binary,Active,Austin,TX,73301,2026-01-01,129774,Salary,Exempt,Bi-Weekly,,M1,No Bonus,0,EEID00185
EMP00186,Hazel,,Brown,Hazel Brown,Senior Software Engineer,Quality Assurance,Engineering & Technology,EMP00185,2025-04-04,hazel.brown@theguild.com,1982-08-25,Non-Binary,Active,San Jose,CA,95101,2026-01-01,132918,Salary,Exempt,Bi-Weekly,,P3,No Bonus,0,EEID00186
EMP00187,Kai,,Adams,Kai Adams,Senior Account Executive,Mid-Market Sales,Sales & Revenue,EMP00060,2019-11-15,kai.adams@theguild.com,1980-01-27,Female,Contractor,Portland,OR,97201,2026-01-01,131265,Hourly,Exempt,Twice a Month,,P3,Commission,39379,EEID00187
EMP00188,Ryan,,Miller,Ryan Miller,Associate Director of Marketing,Corporate Communications,Marketing,EMP00152,2022-12-11,ryan.miller@theguild.com,1977-01-23,Male,Active,New York,NY,10001,2026-01-01,158501,Hourly,Exempt,Twice a Month,,P4,Annual Bonus,15850,EEID00188
EMP00189,Nate,,Smith,Nate Smith,Senior Financial Analyst,Talent Acquisition,G&A,EMP00185,2018-08-12,nate.smith@theguild.com,1975-07-10,Female,Active,Atlanta,GA,30301,2026-01-01,148366,Hourly,Exempt,Bi-Weekly,,P3,Commission,44509,EEID00189
EMP00190,Violet,,Murphy,Violet Murphy,Senior Product Manager,Product Management,Product,EMP00009,2023-02-24,violet.murphy@theguild.com,1994-12-04,,Active,Lehi,UT,84043,2026-01-01,123229,Hourly,Exempt,Twice a Month,,P3,Annual Bonus,3696,EEID00190
EMP00191,Violet,,Lewis,Violet Lewis,Sales Development Representative,Mid-Market Sales,Sales & Revenue,EMP00009,2025-07-13,violet.lewis@theguild.com,1995-06-19,Non-Binary,Active,San Francisco,CA,94101,2026-01-01,68511,Salary,Non-Exempt,Bi-Weekly,,P1,No Bonus,0,EEID00191
EMP00192,Avery,,Stewart,Avery Stewart,Staff Product Manager,Product Operations,Product,EMP00011,2024-02-22,avery.stewart@theguild.com,1998-06-01,Non-Binary,Active,Chicago,IL,60601,2026-01-01,142472,Salary,Exempt,Bi-Weekly,,P4,Annual Bonus,11397,EEID00192
EMP00193,Riley,,Cook,Riley Cook,Senior Ops Manager,Product Operations,Product,EMP00009,2019-03-18,riley.cook@theguild.com,1993-08-04,Male,Active,Dallas,TX,75201,2026-01-01,190032,Salary,Exempt,Twice a Month,,M2,Annual Bonus,15202,EEID00193
EMP00194,Aurora,,Robinson,Aurora Robinson,Finance Associate,People & HR,G&A,EMP00151,2025-05-17,aurora.robinson@theguild.com,1989-06-09,,Active,Boulder,CO,80301,2026-01-01,69182,Salary,Exempt,Bi-Weekly,,P1,Annual Bonus,6918,EEID00194
EMP00195,Drew,,Rogers,Drew Rogers,Senior HR Business Partner,Talent Acquisition,G&A,EMP00012,2024-03-17,drew.rogers@theguild.com,1984-09-30,Female,Active,Boulder,CO,80301,2026-01-01,113740,Salary,Exempt,Bi-Weekly,,P3,No Bonus,0,EEID00195
EMP00196,Emerson,,Turner,Emerson Turner,Account Executive,Revenue Operations,Sales & Revenue,EMP00193,2019-03-13,emerson.turner@theguild.com,1976-02-19,,Active,Raleigh,NC,27601,2026-01-01,87563,Hourly,Non-Exempt,Twice a Month,,P2,Annual Bonus,13134,EEID00196
EMP00197,Avery,,Carter,Avery Carter,Software Engineer,Security,Engineering & Technology,EMP00012,2024-11-28,avery.carter@theguild.com,2000-03-15,Female,Active,Salt Lake City,UT,84101,2026-01-01,96420,Salary,Exempt,Bi-Weekly,,P2,Commission,9642,EEID00197
EMP00198,Tyler,,Allen,Tyler Allen,Operations Associate,Data Analytics & Insights,Operations,EMP00162,2022-12-20,tyler.allen@theguild.com,1985-02-12,Non-Binary,Active,Lehi,UT,84043,2026-01-01,68650,Salary,Exempt,Bi-Weekly,,P1,Annual Bonus,10297,EEID00198
EMP00199,Kevin,,Jackson,Kevin Jackson,Marketing Coordinator,Content Marketing,Marketing,EMP00134,2024-07-20,kevin.jackson@theguild.com,1986-06-10,Male,Active,San Jose,CA,95101,2026-01-01,79087,Hourly,Non-Exempt,Bi-Weekly,,P1,Annual Bonus,3954,EEID00199
EMP00200,Hazel,,Turner,Hazel Turner,Senior Product Manager,Product Management,Product,EMP00151,2018-10-07,hazel.turner@theguild.com,1997-08-29,Female,Active,Austin,TX,73301,2026-01-01,137148,Salary,Exempt,Bi-Weekly,,P3,Annual Bonus,20572,EEID00200
EMP00201,June,,Wright,June Wright,Marketing Specialist,Brand Marketing,Marketing,EMP00047,2021-11-18,june.wright@theguild.com,1994-12-28,Female,Active,Boise,ID,83701,2026-01-01,103645,Hourly,Exempt,Monthly,,P2,No Bonus,0,EEID00201
EMP00202,Riley,,Mitchell,Riley Mitchell,Sales Development Representative,Channel & Partnerships,Sales & Revenue,EMP00185,2025-04-22,riley.mitchell@theguild.com,1983-08-21,Non-Binary,Active,Boulder,CO,80301,2026-01-01,72702,Salary,Non-Exempt,Twice a Month,,P1,Annual Bonus,5816,EEID00202
EMP00203,David,,Hernandez,David Hernandez,Operations Associate,Program Management,Operations,EMP00162,2025-09-11,david.hernandez@theguild.com,1981-11-24,Male,Active,Seattle,WA,98101,2026-01-01,83342,Salary,Non-Exempt,Monthly,,P1,No Bonus,0,EEID00203
EMP00204,Luke,,Williams,Luke Williams,Senior Engineering Manager,DevOps & Infrastructure,Engineering & Technology,EMP00008,2022-05-15,luke.williams@theguild.com,1980-04-22,Male,Active,Minneapolis,MN,55401,2026-01-01,209702,Hourly,Exempt,Twice a Month,,M2,Annual Bonus,6291,EEID00204
EMP00205,Ash,,Williams,Ash Williams,HR Coordinator,Legal,G&A,EMP00152,2023-12-26,ash.williams@theguild.com,1984-11-11,Female,Active,Minneapolis,MN,55401,2026-01-01,64874,Hourly,Non-Exempt,Monthly,,P1,Commission,6487,EEID00205
EMP00206,June,,Jackson,June Jackson,Senior Financial Analyst,People & HR,G&A,EMP00012,2021-11-09,june.jackson@theguild.com,1984-07-01,,Active,San Francisco,CA,94101,2026-01-01,141377,Hourly,Exempt,Monthly,,P3,Annual Bonus,7068,EEID00206
EMP00207,Ryan,,Lopez,Ryan Lopez,Product Manager,UX Research,Product,EMP00010,2024-07-06,ryan.lopez@theguild.com,1996-11-08,Non-Binary,Active,Austin,TX,73301,2026-01-01,116022,Salary,Exempt,Bi-Weekly,,P2,No Bonus,0,EEID00207
EMP00208,Chris,,Carter,Chris Carter,Finance Manager,Talent Acquisition,G&A,EMP00013,2019-11-22,chris.carter@theguild.com,1975-03-21,Non-Binary,Active,Salt Lake City,UT,84101,2026-01-01,151841,Salary,Exempt,Bi-Weekly,,M1,Annual Bonus,15184,EEID00208
EMP00209,Jason,,Turner,Jason Turner,Senior Financial Analyst,Payroll,G&A,EMP00112,2019-12-21,jason.turner@theguild.com,1978-09-05,Non-Binary,Active,Atlanta,GA,30301,2026-01-01,126729,Salary,Exempt,Twice a Month,,P3,Commission,12672,EEID00209
EMP00210,Reid,,Gonzalez,Reid Gonzalez,Sales Development Representative,Mid-Market Sales,Sales & Revenue,EMP00151,2020-07-03,reid.gonzalez@theguild.com,1988-01-20,Female,Active,San Jose,CA,95101,2026-01-01,80205,Salary,Non-Exempt,Bi-Weekly,,P1,Annual Bonus,8020,EEID00210
EMP00211,Finn,,Allen,Finn Allen,Junior Software Engineer,Platform Engineering,Engineering & Technology,EMP00013,2025-05-24,finn.allen@theguild.com,1981-07-23,,Active,New York,NY,10001,2026-01-01,77418,Hourly,Exempt,Bi-Weekly,,P1,Commission,23225,EEID00211
EMP00212,Riley,,Anderson,Riley Anderson,Senior Operations Analyst,FP&A,Operations,EMP00162,2018-06-13,riley.anderson@theguild.com,1989-07-15,Male,Active,Atlanta,GA,30301,2026-01-01,107805,Hourly,Exempt,Twice a Month,,P3,Commission,10780,EEID00212
EMP00213,Hannah,,Hill,Hannah Hill,CS Team Lead,Solutions Engineering,Customer Success,EMP00024,2023-05-29,hannah.hill@theguild.com,1975-04-19,Female,Active,Chicago,IL,60601,2026-01-01,168860,Hourly,Exempt,Bi-Weekly,,P4,Annual Bonus,16886,EEID00213
EMP00214,Lauren,,Anderson,Lauren Anderson,Software Engineer,Architecture,Engineering & Technology,EMP00056,2019-04-10,lauren.anderson@theguild.com,1996-08-07,,Active,Seattle,WA,98101,2026-01-01,90312,Salary,Non-Exempt,Bi-Weekly,,P2,No Bonus,0,EEID00214
EMP00215,Brian,,Hill,Brian Hill,Design Manager,Product Operations,Product,EMP00009,2020-01-08,brian.hill@theguild.com,1998-03-05,,Active,Provo,UT,84601,2026-01-01,128829,Salary,Exempt,Monthly,,M1,Annual Bonus,10306,EEID00215
EMP00216,Ben,,Garcia,Ben Garcia,Staff Product Manager,Product Operations,Product,EMP00208,2023-02-01,ben.garcia@theguild.com,1978-02-01,Female,Active,New York,NY,10001,2026-01-01,149376,Salary,Exempt,Bi-Weekly,,P4,Annual Bonus,11950,EEID00216
EMP00217,Zoe,,Rodriguez,Zoe Rodriguez,Staff Software Engineer,Software Engineering,Engineering & Technology,EMP00112,2019-06-18,zoe.rodriguez@theguild.com,1999-03-11,Male,Terminated,San Jose,CA,95101,2026-01-01,146627,Salary,Exempt,Monthly,2026-05-13,P4,Commission,43988,EEID00217
EMP00218,Wren,,Clark,Wren Clark,Enterprise Account Executive,Enterprise Sales,Sales & Revenue,EMP00056,2023-05-09,wren.clark@theguild.com,1985-06-06,Male,Active,Provo,UT,84601,2026-01-01,159984,Salary,Exempt,Twice a Month,,P4,Annual Bonus,12798,EEID00218
EMP00219,Rowan,,Rivera,Rowan Rivera,Customer Success Associate,Professional Services,Customer Success,EMP00008,2022-10-12,rowan.rivera@theguild.com,1986-05-18,Non-Binary,Active,Denver,CO,80201,2026-01-01,72031,Salary,Non-Exempt,Bi-Weekly,,P1,Annual Bonus,3601,EEID00219
EMP00220,Blake,,White,Blake White,CS Team Lead,Implementation & Onboarding,Customer Success,EMP00204,2024-06-24,blake.white@theguild.com,1990-06-12,,Active,Boston,MA,02101,2026-01-01,171182,Salary,Exempt,Twice a Month,,P4,Annual Bonus,13694,EEID00220
EMP00221,Ashley,,Campbell,Ashley Campbell,Product Manager,Product Operations,Product,EMP00060,2018-01-22,ashley.campbell@theguild.com,1979-02-01,Female,Active,Lehi,UT,84043,2026-01-01,113314,Salary,Exempt,Twice a Month,,P2,No Bonus,0,EEID00221
EMP00222,Rowan,,Ramirez,Rowan Ramirez,Senior Software Engineer,DevOps & Infrastructure,Engineering & Technology,EMP00060,2022-12-04,rowan.ramirez@theguild.com,1975-06-25,Female,Active,Boulder,CO,80301,2026-01-01,130187,Salary,Exempt,Monthly,,P3,Annual Bonus,13018,EEID00222
EMP00223,Kevin,,Williams,Kevin Williams,Operations Analyst,Program Management,Operations,EMP00023,2022-07-19,kevin.williams@theguild.com,1983-12-26,Male,Active,Boston,MA,02101,2026-01-01,103575,Salary,Non-Exempt,Twice a Month,,P2,Annual Bonus,10357,EEID00223
EMP00224,Emily,,Scott,Emily Scott,Senior Account Executive,Revenue Operations,Sales & Revenue,EMP00060,2024-04-07,emily.scott@theguild.com,1978-03-31,Non-Binary,Active,Portland,OR,97201,2026-01-01,134803,Salary,Exempt,Twice a Month,,P3,Commission,13480,EEID00224
EMP00225,Daniel,,Collins,Daniel Collins,Senior Customer Success Manager,Implementation & Onboarding,Customer Success,EMP00112,2023-05-29,daniel.collins@theguild.com,1980-03-19,Non-Binary,Active,Los Angeles,CA,90001,2026-01-01,141907,Hourly,Exempt,Twice a Month,,P3,Commission,14190,EEID00225
EMP00226,Noah,,Baker,Noah Baker,Operations Analyst,Corporate Strategy,Operations,EMP00134,2021-11-01,noah.baker@theguild.com,1978-05-30,Female,Active,Portland,OR,97201,2026-01-01,103140,Salary,Non-Exempt,Monthly,,P2,Commission,30942,EEID00226
EMP00227,Nate,,Thompson,Nate Thompson,Product Manager,UX Research,Product,EMP00185,2021-12-29,nate.thompson@theguild.com,1981-12-30,Male,Active,Portland,OR,97201,2026-01-01,95391,Salary,Exempt,Bi-Weekly,,P2,Annual Bonus,14308,EEID00227
EMP00228,Michael,,Mitchell,Michael Mitchell,HR Coordinator,Compliance,G&A,EMP00055,2022-06-18,michael.mitchell@theguild.com,1984-12-17,Female,Active,Provo,UT,84601,2026-01-01,75338,Salary,Non-Exempt,Bi-Weekly,,P1,Commission,15067,EEID00228
EMP00229,Isla,,Collins,Isla Collins,Marketing Coordinator,Corporate Communications,Marketing,EMP00162,2018-02-04,isla.collins@theguild.com,1975-07-13,Female,Active,Minneapolis,MN,55401,2026-01-01,83193,Salary,Non-Exempt,Bi-Weekly,,P1,No Bonus,0,EEID00229
EMP00230,Ash,,Miller,Ash Miller,Senior Account Executive,Revenue Operations,Sales & Revenue,EMP00024,2022-10-03,ash.miller@theguild.com,1984-06-11,,Active,Boise,ID,83701,2026-01-01,120541,Salary,Exempt,Bi-Weekly,,P3,Annual Bonus,12054,EEID00230
EMP00231,Ethan,,Nguyen,Ethan Nguyen,Marketing Specialist,Marketing Operations,Marketing,EMP00204,2019-09-05,ethan.nguyen@theguild.com,1996-03-20,Male,Active,Phoenix,AZ,85001,2026-01-01,97691,Hourly,Exempt,Bi-Weekly,,P2,No Bonus,0,EEID00231
EMP00232,Luna,,Young,Luna Young,Senior Product Manager,UX Research,Product,EMP00011,2019-01-30,luna.young@theguild.com,1995-03-07,Non-Binary,Active,San Jose,CA,95101,2026-01-01,131109,Salary,Exempt,Bi-Weekly,,P3,Commission,39332,EEID00232
EMP00233,Ethan,,White,Ethan White,Senior Customer Success Manager,Solutions Engineering,Customer Success,EMP00011,2021-08-24,ethan.white@theguild.com,1997-11-24,,Active,Boise,ID,83701,2026-01-01,131985,Salary,Exempt,Bi-Weekly,,P3,Annual Bonus,10558,EEID00233
EMP00234,Michael,,Harris,Michael Harris,Customer Success Manager,Implementation & Onboarding,Customer Success,EMP00157,2021-07-08,michael.harris@theguild.com,1989-03-19,Non-Binary,Active,Dallas,TX,75201,2026-01-01,107644,Salary,Exempt,Bi-Weekly,,P2,Annual Bonus,5382,EEID00234
EMP00235,Drew,,Nelson,Drew Nelson,Senior Marketing Manager,Marketing Operations,Marketing,EMP00013,2025-11-10,drew.nelson@theguild.com,1978-08-04,Female,Active,New York,NY,10001,2026-01-01,115965,Salary,Exempt,Bi-Weekly,,P3,No Bonus,0,EEID00235
EMP00236,Liam,,Miller,Liam Miller,Staff Software Engineer,DevOps & Infrastructure,Engineering & Technology,EMP00134,2018-12-12,liam.miller@theguild.com,1992-06-27,Non-Binary,Active,Austin,TX,73301,2026-01-01,161018,Salary,Exempt,Bi-Weekly,,P4,Commission,16101,EEID00236
EMP00237,Kayla,,Campbell,Kayla Campbell,Account Executive,Account Management,Sales & Revenue,EMP00162,2019-07-08,kayla.campbell@theguild.com,1999-03-11,Female,Active,Los Angeles,CA,90001,2026-01-01,82303,Hourly,Non-Exempt,Bi-Weekly,,P2,Commission,16460,EEID00237
EMP00238,Blake,,Ramirez,Blake Ramirez,Senior Customer Success Manager,Renewals,Customer Success,EMP00023,2019-09-30,blake.ramirez@theguild.com,1988-08-13,Male,Active,Minneapolis,MN,55401,2026-01-01,140367,Salary,Exempt,Bi-Weekly,,P3,Commission,28073,EEID00238
EMP00239,Wren,,Stewart,Wren Stewart,Operations Manager,Corporate Strategy,Operations,EMP00112,2022-03-11,wren.stewart@theguild.com,1983-06-17,,Active,Phoenix,AZ,85001,2026-01-01,184510,Salary,Exempt,Bi-Weekly,,P4,Annual Bonus,27676,EEID00239
EMP00240,Liam,,Thomas,Liam Thomas,Product Manager,Product Operations,Product,EMP00157,2018-10-08,liam.thomas@theguild.com,1983-03-08,Female,Active,Boise,ID,83701,2026-01-01,107671,Salary,Non-Exempt,Bi-Weekly,,P2,Commission,10767,EEID00240
EMP00241,Daniel,,Baker,Daniel Baker,Associate Director of Marketing,Corporate Communications,Marketing,EMP00012,2021-01-07,daniel.baker@theguild.com,1980-08-10,,Active,Lehi,UT,84043,2026-01-01,136271,Salary,Exempt,Bi-Weekly,,P4,Annual Bonus,10901,EEID00241
EMP00242,Samantha,,Garcia,Samantha Garcia,Senior Product Manager,Product Management,Product,EMP00056,2020-12-27,samantha.garcia@theguild.com,1992-08-08,Male,Active,San Jose,CA,95101,2026-01-01,137662,Salary,Exempt,Monthly,,P3,Annual Bonus,4129,EEID00242
EMP00243,Rachel,,Gonzalez,Rachel Gonzalez,Operations Associate,Data Analytics & Insights,Operations,EMP00193,2019-01-20,rachel.gonzalez@theguild.com,1998-05-18,Female,Contractor,Chicago,IL,60601,2026-01-01,67609,Salary,Exempt,Twice a Month,,P1,No Bonus,0,EEID00243
EMP00244,Zoe,,Mitchell,Zoe Mitchell,Sales Development Representative,Revenue Operations,Sales & Revenue,EMP00157,2021-08-22,zoe.mitchell@theguild.com,1975-09-04,Female,Active,Atlanta,GA,30301,2026-01-01,70768,Salary,Exempt,Monthly,,P1,Annual Bonus,7076,EEID00244
EMP00245,Ash,,Davis,Ash Davis,Marketing Manager,Product Marketing,Marketing,EMP00011,2024-12-08,ash.davis@theguild.com,1990-03-07,Male,Active,Boston,MA,02101,2026-01-01,144339,Hourly,Exempt,Monthly,,M1,No Bonus,0,EEID00245
EMP00246,Lily,,Nelson,Lily Nelson,Operations Manager,Product Management,Product,EMP00009,2023-06-11,lily.nelson@theguild.com,1994-08-17,Non-Binary,Active,Dallas,TX,75201,2026-01-01,148751,Salary,Exempt,Bi-Weekly,,M1,Annual Bonus,4462,EEID00246
EMP00247,Kevin,,Torres,Kevin Torres,Staff Product Manager,UX Research,Product,EMP00134,2025-02-26,kevin.torres@theguild.com,1997-09-11,,Active,Salt Lake City,UT,84101,2026-01-01,139513,Salary,Exempt,Bi-Weekly,,P4,Commission,13951,EEID00247
EMP00248,Morgan,,Adams,Morgan Adams,Operations Analyst,Data Analytics & Insights,Operations,EMP00208,2025-03-10,morgan.adams@theguild.com,1989-06-12,Male,Active,Boulder,CO,80301,2026-01-01,115321,Hourly,Exempt,Bi-Weekly,,P2,Annual Bonus,11532,EEID00248
EMP00249,Wren,,Carter,Wren Carter,Software Engineer,Software Engineering,Engineering & Technology,EMP00011,2025-11-12,wren.carter@theguild.com,1986-06-25,Male,Active,Seattle,WA,98101,2026-01-01,93243,Salary,Non-Exempt,Twice a Month,,P2,Commission,27972,EEID00249
EMP00250,Jason,,Green,Jason Green,HR Manager,Legal,G&A,EMP00013,2018-08-27,jason.green@theguild.com,1986-12-04,Male,Active,Atlanta,GA,30301,2026-01-01,150674,Hourly,Exempt,Bi-Weekly,,M1,No Bonus,0,EEID00250
EMP00251,Will,,Jones,Will Jones,Operations Manager,Product Management,Product,EMP00009,2019-03-09,will.jones@theguild.com,2000-11-11,Non-Binary,Active,Provo,UT,84601,2026-01-01,132656,Salary,Exempt,Twice a Month,,M1,No Bonus,0,EEID00251
EMP00252,Miles,,Rivera,Miles Rivera,Staff Software Engineer,Quality Assurance,Engineering & Technology,EMP00245,2022-10-30,miles.rivera@theguild.com,1989-07-05,Female,Terminated,Lehi,UT,84043,2026-01-01,169989,Salary,Exempt,Bi-Weekly,2024-10-07,P4,Commission,50996,EEID00252
EMP00253,Noah,,Evans,Noah Evans,CS Team Lead,Renewals,Customer Success,EMP00010,2021-05-15,noah.evans@theguild.com,1984-12-14,Female,Leave of Absence,Boise,ID,83701,2026-01-01,135012,Salary,Exempt,Bi-Weekly,,P4,Annual Bonus,4050,EEID00253
EMP00254,Morgan,,Evans,Morgan Evans,Operations Analyst,Data Analytics & Insights,Operations,EMP00171,2019-01-12,morgan.evans@theguild.com,2000-08-03,,Active,Portland,OR,97201,2026-01-01,110170,Salary,Exempt,Bi-Weekly,,P2,Annual Bonus,8813,EEID00254
EMP00255,Sarah,,Phillips,Sarah Phillips,Sales Development Representative,Account Management,Sales & Revenue,EMP00193,2020-07-17,sarah.phillips@theguild.com,1975-07-07,,Active,San Jose,CA,95101,2026-01-01,78946,Salary,Non-Exempt,Twice a Month,,P1,Commission,7894,EEID00255
EMP00256,Aria,,King,Aria King,Software Engineer,AI & Machine Learning,Engineering & Technology,EMP00047,2022-06-04,aria.king@theguild.com,1981-08-22,Female,Active,Dallas,TX,75201,2026-01-01,94470,Hourly,Exempt,Bi-Weekly,,P2,Commission,18894,EEID00256
EMP00257,Michael,,Walker,Michael Walker,Senior CS Manager,Renewals,Customer Success,EMP00012,2023-06-22,michael.walker@theguild.com,1992-09-24,Female,Active,New York,NY,10001,2026-01-01,176117,Salary,Exempt,Twice a Month,,M2,Commission,17611,EEID00257
EMP00258,Kayla,,Jones,Kayla Jones,Sales Development Representative,Channel & Partnerships,Sales & Revenue,EMP00185,2024-11-29,kayla.jones@theguild.com,1994-11-02,Female,Active,Los Angeles,CA,90001,2026-01-01,68878,Salary,Exempt,Bi-Weekly,,P1,Annual Bonus,5510,EEID00258
EMP00259,Riley,,Morgan,Riley Morgan,Senior Operations Analyst,Corporate Strategy,Operations,EMP00011,2025-10-12,riley.morgan@theguild.com,1979-12-29,Non-Binary,Active,Boise,ID,83701,2026-01-01,112364,Salary,Exempt,Bi-Weekly,,P3,Annual Bonus,8989,EEID00259
EMP00260,Leo,,Johnson,Leo Johnson,Account Executive,Sales Development,Sales & Revenue,EMP00250,2018-09-04,leo.johnson@theguild.com,1987-09-28,Female,Active,New York,NY,10001,2026-01-01,115966,Salary,Non-Exempt,Monthly,,P2,Annual Bonus,5798,EEID00260
EMP00261,Avery,,Robinson,Avery Robinson,Senior HR Manager,Finance,G&A,EMP00013,2019-02-12,avery.robinson@theguild.com,1989-02-24,,Active,Dallas,TX,75201,2026-01-01,151250,Salary,Exempt,Twice a Month,,M2,Commission,45375,EEID00261
EMP00262,Rachel,,Gonzalez,Rachel Gonzalez,Customer Success Associate,Professional Services,Customer Success,EMP00152,2021-12-12,rachel.gonzalez@theguild.com,1990-12-10,Non-Binary,Active,Dallas,TX,75201,2026-01-01,72347,Salary,Exempt,Bi-Weekly,,P1,No Bonus,0,EEID00262
EMP00263,Finn,,Moore,Finn Moore,Operations Manager,Business Operations,Operations,EMP00047,2022-04-15,finn.moore@theguild.com,1998-05-11,Female,Active,Dallas,TX,75201,2026-01-01,149783,Salary,Exempt,Monthly,,P4,No Bonus,0,EEID00263
EMP00264,Tyler,,Torres,Tyler Torres,Senior Product Manager,Product Operations,Product,EMP00024,2025-11-28,tyler.torres@theguild.com,1998-07-01,Female,Active,Denver,CO,80201,2026-01-01,118550,Salary,Exempt,Bi-Weekly,,P3,No Bonus,0,EEID00264
EMP00265,Matt,,Nelson,Matt Nelson,Customer Success Associate,Customer Support,Customer Success,EMP00047,2025-02-21,matt.nelson@theguild.com,1987-04-13,Female,Active,Los Angeles,CA,90001,2026-01-01,82509,Hourly,Non-Exempt,Bi-Weekly,,P1,Commission,24752,EEID00265
EMP00266,Jessica,,Rodriguez,Jessica Rodriguez,Senior Product Manager,Product Management,Product,EMP00009,2025-04-14,jessica.rodriguez@theguild.com,1991-10-10,Female,Active,Raleigh,NC,27601,2026-01-01,120133,Salary,Exempt,Twice a Month,,P3,No Bonus,0,EEID00266
EMP00267,Cole,,Walker,Cole Walker,Associate Product Manager,Product Design,Product,EMP00208,2023-06-30,cole.walker@theguild.com,1989-07-29,,Active,Denver,CO,80201,2026-01-01,63842,Salary,Exempt,Bi-Weekly,,P1,Commission,19152,EEID00267
EMP00268,Miles,,Sanchez,Miles Sanchez,Operations Manager,Business Operations,Operations,EMP00261,2020-10-03,miles.sanchez@theguild.com,1998-04-08,,Active,San Jose,CA,95101,2026-01-01,175075,Salary,Exempt,Twice a Month,,P4,Commission,17507,EEID00268
EMP00269,Sage,,Harris,Sage Harris,Customer Success Manager,Renewals,Customer Success,EMP00152,2018-08-12,sage.harris@theguild.com,1998-03-11,Female,Active,Salt Lake City,UT,84101,2026-01-01,106085,Hourly,Exempt,Twice a Month,,P2,Annual Bonus,15912,EEID00269
EMP00270,Aurora,,Garcia,Aurora Garcia,HR Generalist,Legal,G&A,EMP00245,2025-10-04,aurora.garcia@theguild.com,1982-05-10,Male,Active,Minneapolis,MN,55401,2026-01-01,101198,Salary,Non-Exempt,Monthly,,P2,Annual Bonus,8095,EEID00270
EMP00271,Daniel,,Turner,Daniel Turner,Senior Marketing Manager,Events & Community,Marketing,EMP00011,2020-01-03,daniel.turner@theguild.com,1977-04-20,,Active,Boston,MA,02101,2026-01-01,186067,Salary,Exempt,Bi-Weekly,,M2,Annual Bonus,9303,EEID00271
EMP00272,Aria,,Phillips,Aria Phillips,Operations Analyst,FP&A,Operations,EMP00008,2018-01-24,aria.phillips@theguild.com,1997-02-18,Female,Active,Portland,OR,97201,2026-01-01,93294,Salary,Non-Exempt,Twice a Month,,P2,Commission,27988,EEID00272
EMP00273,Peyton,,Carter,Peyton Carter,Marketing Coordinator,Corporate Communications,Marketing,EMP00135,2025-04-29,peyton.carter@theguild.com,1990-08-28,Male,Active,Lehi,UT,84043,2026-01-01,83906,Salary,Exempt,Bi-Weekly,,P1,Annual Bonus,2517,EEID00273
EMP00274,Casey,,Carter,Casey Carter,Customer Success Associate,Solutions Engineering,Customer Success,EMP00056,2021-05-10,casey.carter@theguild.com,1989-06-25,Non-Binary,Active,Salt Lake City,UT,84101,2026-01-01,68662,Salary,Non-Exempt,Bi-Weekly,,P1,Annual Bonus,2059,EEID00274
EMP00275,James,,Parker,James Parker,Marketing Specialist,Brand Marketing,Marketing,EMP00261,2025-01-20,james.parker@theguild.com,1998-09-23,Male,Active,Denver,CO,80201,2026-01-01,101575,Salary,Exempt,Monthly,,P2,Commission,30472,EEID00275
EMP00276,Drew,,Morgan,Drew Morgan,Senior Operations Analyst,Data Analytics & Insights,Operations,EMP00251,2025-12-12,drew.morgan@theguild.com,1988-01-12,Female,Active,Raleigh,NC,27601,2026-01-01,113500,Hourly,Exempt,Bi-Weekly,,P3,Commission,11350,EEID00276
EMP00277,Ashley,,Johnson,Ashley Johnson,Marketing Specialist,Brand Marketing,Marketing,EMP00162,2021-06-14,ashley.johnson@theguild.com,1988-06-20,Non-Binary,Active,Denver,CO,80201,2026-01-01,82981,Salary,Exempt,Bi-Weekly,,P2,Annual Bonus,2489,EEID00277
EMP00278,Daniel,,Mitchell,Daniel Mitchell,Sales Development Representative,Revenue Operations,Sales & Revenue,EMP00162,2024-01-09,daniel.mitchell@theguild.com,1990-01-12,,Terminated,Raleigh,NC,27601,2026-01-01,65830,Salary,Exempt,Twice a Month,2025-09-08,P1,Annual Bonus,6583,EEID00278
